,stockX,flightClub,goat,shoeName,brand,silhoutte,make,colorway,retailPrice,thumbnail,releaseDate,description
44,169,170.0,170.0,Jordan 5 Retro DJ Khaled We The Best Crimson Bliss,Nike,Jordan 5 Retro,Jordan 5 Retro,Crimson Bliss/Leche Blue-Sail,225.0,https://images.stockx.com/images/Air-Jordan-5-Retro-DJ-Khaled-We-The-Best-Crimson-Bliss-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1668526022,2022-11-28,"The DJ Khaled x Air Jordan 5 Retro ‘Crimson Bliss’ sees a classic silhouette through a new lens, in his ‘We the Best’ collection. The upper in a vibrant coral leather is contrasted with a silky quilted lining in Leche Blue, with the heel overlays adorned with a blue embroidered Nike Air logo on the right and 'We the Best' on the left. The silver reflective tongue features the classic Jumpman branding, and the translucent rubber outsoles complete the playful logo treatment with additional Jumpman and ‘We the Best’ branding. Underfoot, an off-white polyurethane midsole with blue speckled shark-tooth detailing is complemented by a visible Air-sole unit in the heel."
45,115,104.0,104.0,Nike Dunk Low Retro QS Argon (2022),Nike,Nike Dunk Low Retro QS,Nike Dunk Low Retro QS,Flash/White-Argon Blue-Flash,130.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-QS-Flash-White-Argon-Blue-Flash-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1658842672,2022-09-23,"The Dunk Low Retro QS 'Argon' returns true to form, first released exclusively in Japan back in 2001 as part of the CO.JP program. The upper is crafted entirely of leather, mixing two different shades of blue with a white Swoosh. Additional white details can be seen on the laces, back heel tab and the midsole, which features the traditional Dunk cupsole and traction pattern."
46,148,144.0,144.0,Jordan 1 Retro AJKO Low SP Union White Canvas,Nike,Jordan 1 Retro AJKO Low SP,Jordan 1 Retro AJKO Low SP,White/Neutral Grey-Sail,150.0,https://images.stockx.com/images/Air-Jordan-1-Retro-AJKO-Low-SP-Union-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675062513,2023-02-02,"Produced in a low-top for the first time ever, the Air Jordan 1 KO Low is part of a Union and Jordan Brand capsule collection including the Air Jordan 1 KO Low 'White Neutral Grey.' The upper in all-white canvas is detailed with cotton twill tape at the seams and a removeable Neutral Grey suede Swoosh with ‘UN/LA’ revealed beneath. Additional branding appears via a subtle ‘UN/LA’ tag on the side and an 'AJKO' Wings logo on the back heel. The sneaker rides on a Neutral Grey outsole and a pop of color can be added with the Carolina Blue Swoosh included with the pair."
47,124,107.0,107.0,Nike Dunk Low QS LeBron James Fruity Pebbles,Nike,Nike Dunk Low QS,Nike Dunk Low QS,Habanero Red/Laser Blue/White,120.0,https://images.stockx.com/images/Nike-Dunk-Low-QS-LeBron-James-Fruity-Pebbles-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1668096741,2022-11-08,"King James' favorite cereal gets a cameo in the LeBron James x Fruity Pebbles x Nike Dunk Low. The laces and insole are decorated with multicolor flakes and the tongue is adorned with a Fruity Pebbles tag, which James himself has proclaimed as his favorite breakfast cereal. The bright yellow heel tab reveals a stitched LJ logo. Underfoot, comfort and traction are ensured by the clear white rubber outsole."
48,162,160.0,160.0,Nike SB Dunk Low Pro Why So Sad?,Nike,Nike SB Dunk Low Pro,Nike SB Dunk Low Pro,Coastal Blue/Coastal Blue-Light Current Blue,120.0,https://images.stockx.com/images/Nike-SB-Dunk-Low-Pro-Why-So-Sad-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1667893192,2022-11-04,"Scottish skateboarder John Rattray brings his commitment to mental health research and suicide prevention into shoe form with the Why So Sad? x Nike Dunk Low SB ‘The Predatory Bird.’ The bird graphic that inspired this low-top's name embellishes the lateral heel, while a lone question mark in yellow adorns the red suede heel tab. The leather upper in cheerful pastel blue and contrasting navy suede overlays has a Swoosh in Coastal Blue fading to Speed Yellow. The interior tongue tag features ‘Why So Sad?’ reflecting Rattray's crusade to bring issues of depression to light. The outsole in clear rubber provides grippiness whether in the bowl or on the street."
49,137,127.0,127.0,Nike Dunk Low Phantom Metallic Gold (W),Nike,Nike Dunk Low,Nike Dunk Low,Phantom/Metallic Gold/Sanddrift/Sail,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Phantom-Metallic-Gold-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1672386946,2022-11-01,
50,115,98.0,101.0,Nike Dunk High Panda (2021) (W),Nike,Nike Dunk High,Nike Dunk High,Black/White-University Red,110.0,https://images.stockx.com/images/Nike-Dunk-High-Panda-2021-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1638807175,2021-07-27,"The Wmns Dunk High 'Black White' brings a classic two-tone look to a classic high-top silhouette. Built with leather, the shoe's upper appears in a mix of black and white, contrasted only by the red on the woven tongue tag. The toe box is perforated to offer breathability, while the rubber cupsole anchors the build and maintains the black and white look. A concentric rubber outsole is included for traction."
51,137,139.0,139.0,Nike Dunk Low Light Orewood Brown Sashiko,Nike,Nike Dunk Low,Nike Dunk Low,Light Orewood Brown/Pale Ivory/Orewood Brown,120.0,https://images.stockx.com/images/Nike-Dunk-Low-Light-Orewood-Brown-Sashiko.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675417710,,
52,84,70.0,70.0,New Balance 530 White Silver Navy,New Balance,New Balance 530,New Balance 530,White/Silver/Navy,95.0,https://images.stockx.com/images/New-Balance-530-White-Silver-Navy-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1657865292,2021-02-17,
53,116,120.0,89.0,Jordan 1 Low True Blue,Nike,Jordan 1 Low,Jordan 1 Low,True Blue/Cement Grey/White,110.0,https://images.stockx.com/images/Air-Jordan-1-Low-True-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674546559,2023-01-17,
54,117,95.0,95.0,NikeCraft General Purpose Shoe Tom Sachs Archive Dark Sulfur,Nike,NikeCraft General Purpose Shoe,NikeCraft General Purpose Shoe,Dark Sulfur/White-Light Cream,110.0,https://images.stockx.com/images/NikeCraft-General-Purpose-Shoe-Tom-Sachs-Yellow-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1662558895,2022-09-02,"Tom Sachs works with Nike again on a new model, the General Purpose Shoe. Arriving in an 'Archive' colorway, the marketing for the shoe suggests that 'Creativity is the enemy'. Sachs designed the shoe to be simple, yet can take on everyday wear. The low-top silhouette features a yellow mesh on the upper with tonal suede overlays and a white Swoosh. The midsole consists of an EVA wedge for lightweight cushioning, leading to a waffle rubber outsole."
55,131,123.0,123.0,adidas Yeezy Slide Onyx,Adidas,adidas Yeezy Slide,adidas Yeezy Slide,Onyx/Onyx/Onyx,60.0,https://images.stockx.com/images/adidas-Yeezy-Slide-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1646687426,2022-03-07,"
"
56,101,86.0,86.0,Nike Dunk Low Retro Miami Hurricanes,Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,Team Dark Green/Team Orange-White,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-Miami-Hurricanes-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1668583499,2022-10-01,"The Miami Hurricanes school colors inspire this Nike Dunk Low. Riding on the outsole in Gorge Green, the traditional cupsole features white sidewalls and a foam wedge for cushioning. The upper combines a base in Total Orange with overlays that contrast in Gorge Green, which repeats via the signature Swoosh, low-cut collar lining and heel tab. Nike branding marks the heel tab in orange stitching."
57,159,143.0,143.0,Nike Dunk Low Setsubun (2022),Nike,Nike Dunk Low,Nike Dunk Low,Beige/Brown/Purple,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Setsubun-2022.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1643138443,2022-06-01,"An annual festival that celebrates the first day of spring in Japan's old calendar inspires the Nike Dunk Low Premium ‘Setsubun.’ The essence of the festival, which is intended to dismiss bad luck and evil spirits from the previous year, is echoed in the low-top's details. The leather upper in beige has a lightly crackled surface with brown and tan overlays. An image of Japanese warrior Tsuno Daishi is stitched on the lateral heel in purple, with playful Swooshes-as-horns. Additional purple hits appear in the signature Swoosh and lining of the collar. Artist Utagawa Kuniyoshi created the sockliner graphics that picture folk hero Kintarō."
58,95,,,adidas Samba OG Cloud White Core Black,Adidas,adidas Samba OG,adidas Samba OG,Cloud White/Core Black/Clear Granite,100.0,https://images.stockx.com/images/adidas-Samba-OG-Cloud-White-Core-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1613410732,2018-01-01,"Originally designed to protect soccer players’ feet during winter, the adidas Samba OG Cloud White Core Black has transcended its sports function but still maintains its aesthetic appeal.
<br>
<br>
The adidas Samba OG Cloud White Core Black upper is built from full-grain leather with a light brown suede and dark brown heel tab providing contrast. Serrated 3-Stripes appear in deep brown on the lateral and medial sides, a Bluebird tongue label, and a foil logotype mark the shoe’s DNA. Underfoot, a brown gum rubber outsole provides traction and durability.
<br>
<br>
The adidas Samba OG Cloud White Core Black was released in January 2018 and retailed for $100."
59,473,444.0,444.0,Jordan 1 Retro Low OG SP Travis Scott Black Phantom,Nike,Jordan 1 Retro Low OG SP,Jordan 1 Retro Low OG SP,Black/Phantom-Ale Brown-Racer Blue-Team Orange,150.0,https://images.stockx.com/images/Air-Jordan-1-Retro-Low-OG-SP-Travis-Scott-Black-Phantom-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1671732011,2022-12-15,"The Travis Scott x Air Jordan 1 Low OG SP 'Black Phantom' sees the Houston-based rapper color up another AJ1 Low. This iteration features a blacked-out look, with nubuck and suede on the upper underscored by white contrast stitching throughout. Scott's signature reverse Swoosh remains, alongside a regular Swoosh on the medial side with Cactus Jack branding. The back heel features mismatched branding, with a Wings logo on the right shoe and a bee graphic on the left."
60,122,93.0,93.0,Nike Dunk Low Active Fuchsia (GS),Nike,Nike Dunk Low,Nike Dunk Low,White/Active Fuchsia,90.0,https://images.stockx.com/images/Nike-Dunk-Low-Active-Fuchsia-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675062976,2023-03-01,
61,129,111.0,111.0,Nike SB Dunk Low Pro Black Gum,Nike,Nike SB Dunk Low Pro,Nike SB Dunk Low Pro,Black/White/Black/Gum Light Brown,110.0,https://images.stockx.com/images/Nike-SB-Dunk-Low-Black-Gum-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1673088598,2023-03-01,
62,67,53.0,61.0,Nike Dunk Low Retro White Black Panda (2021) (PS),Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,White/Black-White,65.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Black-PS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1624468188,2021-03-10,"The Dunk Low PS 'Black White' is a grade-school shoe with a classic two-tone look. The vintage basketball shoe emerges with a leather construction on the upper, finished in a white base that's contrasted by black overlays, including on the Swoosh. A padded collar and nylon mesh tongue support the fit, while underfoot, the tooling maintains the black-and-white aesthetic to complete the look."
63,91,77.0,77.0,adidas Yeezy Slide Flax,Adidas,adidas Yeezy Slide,adidas Yeezy Slide,Flax/Flax/Flax,70.0,https://images.stockx.com/images/adidas-Yeezy-Slide-Flax-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1661866249,2022-08-22,"The 'Flax' colorway of the Yeezy Slide sees the one-piece sandal arrive in a monochromatic dark beige hue. The entire shoe is made with injected EVA, making it lightweight, durable and comfortable. The outsole features a series of horizontal grooves, placed for optimal impact protection and traction."
64,143,125.0,125.0,Nike SB Dunk Low Sandy Bodecker,Nike,Nike SB Dunk Low,Nike SB Dunk Low,White/Hyper Royal/Mean Green,130.0,https://images.stockx.com/images/Nike-SB-Dunk-Low-eBay-Sandy-Boedecker-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1670484790,2022-12-17,"Honoring the legend behind Nike Skateboarding is the Nike Dunk Low SB ‘Sandy Bodecker,’ in a design inspired by and recreating the color scheme and build of the original and elusive eBay Dunk from 2003. The upper features patent-leather overlays in eBay’s ubiquitous colors intersected by clear cut-out panels that symbolize the original pair, which was destroyed at the ASR trade show in 2003. The interior of the shoe delivers photographs by James Arizumi which celebrate Sandy Bodecker’s legacy."
65,345,295.0,295.0,Jordan 4 Retro Military Black,Nike,Jordan 4 Retro,Jordan 4 Retro,White/Black-Neutral Grey,210.0,https://images.stockx.com/images/Air-Jordan-4-Retro-Military-Black-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1652711257,2022-05-21,"Featuring the same color blocking and materials used on the OG 'Military Blue' colorway from 1989 is the Air Jordan 4 Retro 'Military Black.' The upper is made with smooth white leather with a forefoot overlay in grey suede. Black accents are on the TPU eyelets, molded heel tab, and the Jumpman logo on the woven tongue tag. It's built on a two-tone polyurethane midsole with a visible Air-sole unit under the heel."
66,117,118.0,118.0,Nike Dunk Low Retro White Pure Platinum,Nike,Nike Dunk Low Retro,Nike Dunk Low Retro,White/Pure Platinum,110.0,https://images.stockx.com/images/Nike-Dunk-Low-Retro-White-Pure-Platinum-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1675338497,2022-11-19,
67,132,138.0,138.0,Nike Dunk Low Industrial Blue Sashiko,Nike,Nike Dunk Low,Nike Dunk Low,Summit White/Industrial Blue,120.0,https://images.stockx.com/images/Nike-Dunk-Low-Industrial-Blue-Sashiko-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1676277261,,
68,84,83.0,83.0,adidas Yeezy Slide Resin (2022),Adidas,adidas Yeezy Slide,adidas Yeezy Slide,Resin/Resin/Resin,70.0,https://images.stockx.com/images/adidas-Yeezy-Slide-Resin-2022-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1664347538,2022-09-24,
69,115,,,UGG Tasman Slipper Chestnut (W),UGG,UGG Tasman Slipper,UGG Tasman Slipper,Chestnut,100.0,https://images.stockx.com/images/UGG-Tasman-Slipper-Chestnut-W-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1668755296,2021-11-01,"The UGG Tasman Slipper Chestnut W has become one of the classic colorways of the Australian brand's slippers.
<br>
<br>
 This Tasman Slipper for women construction features a combination of a foam footbed and Tread-lite outsole that is meant to provide a long-lasting fabrication. The UGG branding logo appears on the slipper’s upper. The Chestnut colored UGGs also feature the Tasman braid that is embroidered along its lining. To complete the design are the upcycled wool and the lyocell insole.
<br>
<br>
The UGG Tasman Slipper Chestnut W made its debut on the market in November 2021, with an original retail price of $100."
70,164,179.0,179.0,Jordan 12 Retro Black Taxi,Nike,Jordan 12 Retro,Jordan 12 Retro,Black/Taxi,200.0,https://images.stockx.com/images/Air-Jordan-12-Retro-Black-Taxi-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1670484546,2022-12-03,"Taking cues from the first release of the 'Taxi' AJ12, the Air Jordan 12 Retro 'Black Taxi' blacks out the championship silhouette in a stealthy makeover. Smooth black leather panels make up the upper, paired with a black pebbled mudguard. A blacked out midsole and outsole continue the look, contrasted only by Taxi hits on the Jumpman and Two3 graphics on the tongue, eyelets and a molded panel on the side with 'Jumpman' branding. A small Taxi Jumpman logo peeks out from the outsole, where a carbon fiber plate is there for stability and Zoom Air units for cushioning."
71,121,117.0,117.0,Jordan 2 Retro Lucky Green,Nike,Jordan 2 Retro,Jordan 2 Retro,White/Lucky Green/Sail/Light Steel Grey,175.0,https://images.stockx.com/images/Air-Jordan-2-Retro-Lucky-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&trim=color&q=90&dpr=2&updated_at=1674645056,2023-02-03,"Evoking its original colorblocking in 1987, the Air Jordan 2 Retro ‘Lucky Green’ gives the all-white base contrasting green-and-black piping for a modern update. Scaly-textured overlays layer the crisp white upper and are framed in piping with additional hits of green on the interior lining, Wings branding on the tongue, and at the heel. The PU midsole arrives in a retro off-white with optimal support provided by the heel’s Air-sole unit."
